54,activityrecognition,still,37
84108,android.sensor.accelerometer,-1.4173675,4.2999864,8.762778
84158,android.sensor.accelerometer,-1.6280571,4.185065,8.944737
84208,android.sensor.accelerometer,-1.532289,4.271256,8.829816
84258,android.sensor.accelerometer,-1.4173675,4.3478703,8.66701
84311,android.sensor.game_rotation_vector,0.237766,0.014906,-0.26962098,0.933032
84362,android.sensor.game_rotation_vector,0.237883,0.015482,-0.270475,0.932745
84418,android.sensor.accelerometer,-1.7046716,4.1659107,8.0445175
84468,android.sensor.accelerometer,-1.7812861,4.012682,8.63828
84526,android.sensor.orientation,247.89,-25.47,-9.16
84578,android.sensor.accelerometer,-1.4269443,4.261679,8.858546
84628,android.sensor.accelerometer,-1.2641385,3.9552212,8.8777
84678,android.sensor.accelerometer,-1.340753,4.0701427,8.686164
84729,android.sensor.linear_acceleration,0.0827,0.2445,0.0875
84781,android.sensor.game_rotation_vector,0.227881,0.0123189995,-0.265874,0.936604
84830,android.sensor.gyroscope_uncalibrated,0.037873644,0.059864793,0.028099801,0.010995574,0.04886922,-0.0012217305
84881,android.sensor.magnetic_field_uncalibrated,148.4375,148.4375,148.4375,126.0625,170.5,183.75
84935,android.sensor.rotation_vector,0.063061,0.219514,0.799748,0.555193,0.0
84990,android.sensor.accelerometer,-1.3982137,4.146757,9.136273
85038,android.sensor.accelerometer,-1.6567876,3.9743748,8.63828
85089,android.sensor.accelerometer,-1.484405,4.0318356,8.42759
85141,android.sensor.game_rotation_vector,0.227249,0.011594,-0.264144,0.937257
85195,android.sensor.orientation,247.68,-24.59,-7.6499996
85246,android.sensor.orientation,247.72,-24.279999,-7.1
85299,android.sensor.accelerometer,-1.1204864,4.280833,8.7053175
85351,android.sensor.game_rotation_vector,0.222472,0.002957,-0.263982,0.938515
85407,android.sensor.orientation,248.26999,-24.75,-7.31
85459,android.sensor.accelerometer,-1.1109096,4.175488,8.6095495
85514,android.sensor.accelerometer,-1.3215994,4.175488,8.848969
85568,android.sensor.accelerometer,-1.388637,3.8402996,9.107543
85618,android.sensor.accelerometer,-1.2066777,3.9935284,8.7053175
85668,android.sensor.accelerometer,-1.388637,3.9264908,8.839393
85718,android.sensor.accelerometer,-2.0207062,3.4859576,9.519346
85769,android.sensor.accelerometer,-1.5131354,4.1276035,9.404425
85821,android.sensor.game_rotation_vector,0.225515,0.008336,-0.26574,0.937259
85871,android.sensor.game_rotation_vector,0.233741,0.005092,-0.263766,0.935823
85922,android.sensor.magnetic_field_uncalibrated,149.125,144.0,149.125,126.0625,170.5,183.75
85972,android.sensor.orientation,246.98,-26.63,-8.04
86029,android.sensor.accelerometer,-0.9864111,4.4436383,8.39886
86078,android.sensor.accelerometer,-1.0726024,4.0701427,8.992621
86129,android.sensor.accelerometer,-1.1971009,4.012682,9.184157
86179,android.sensor.accelerometer,-1.1492168,3.9743748,8.90643
86229,android.sensor.accelerometer,-1.2545617,4.003105,9.059659
86279,android.sensor.geomagnetic_rotation_vector,0.064068,0.2046,0.80261,0.556642,0.0
86331,android.sensor.game_rotation_vector,0.213905,0.004562,-0.264334,0.940399
86383,android.sensor.orientation,247.93,-23.82,-6.91
86433,android.sensor.orientation,248.01,-23.68,-6.91
86488,android.sensor.accelerometer,-1.2066777,4.0892963,9.136273
86538,android.sensor.accelerometer,-1.2737153,3.964798,9.097966
86589,android.sensor.accelerometer,-1.283292,3.8307228,8.7053175
86638,android.sensor.accelerometer,-1.2449849,3.8019924,8.829816
86688,android.sensor.accelerometer,-1.388637,3.9456444,8.925584
86741,android.sensor.game_rotation_vector,0.213972,0.008621,-0.271357,0.938353
86790,android.sensor.game_rotation_vector,0.212942,0.009856,-0.271457,0.938546
86841,android.sensor.gyroscope,0.04153884,0.03176499,0.035430185
86892,android.sensor.orientation,248.22,-23.56,-7.66
86943,android.sensor.orientation,248.18999,-23.68,-7.5299997
86998,android.sensor.accelerometer,-1.4269443,3.6391866,8.532935
87048,android.sensor.accelerometer,-1.1013328,3.7828386,8.63828
87098,android.sensor.accelerometer,-1.4269443,3.8594532,8.293514
87148,android.sensor.accelerometer,-1.1683705,3.9743748,8.935161
87198,android.sensor.accelerometer,-0.6703765,3.8307228,8.801085
87249,android.sensor.geomagnetic_rotation_vector,0.099918,0.184428,0.788462,0.578211,0.0
87301,android.sensor.game_rotation_vector,0.197878,-0.017174,-0.258594,0.945345
87352,android.sensor.gyroscope,-0.12583824,-0.15882497,0.037873644
87403,android.sensor.orientation,247.62,-21.57,-2.87
87458,android.sensor.accelerometer,-0.31603462,3.6487634,9.232041
87508,android.sensor.accelerometer,-0.6512229,4.003105,9.021352
87558,android.sensor.accelerometer,-0.18195933,3.9264908,9.672575
87608,android.sensor.accelerometer,-0.076614454,3.4476504,9.56723
87658,android.sensor.accelerometer,-0.05746084,3.2848446,9.308656
87712,android.sensor.game_rotation_vector,0.177619,-0.044562,-0.246327,0.951729
87766,android.sensor.orientation,246.87999,-20.779999,0.25
87818,android.sensor.accelerometer,0.11492168,3.6296098,9.586384
-87867,sound,46.60827546698382
87918,android.sensor.accelerometer,-0.076614454,3.6008794,9.184157
87970,android.sensor.accelerometer,0.50757074,3.4572272,8.542512
88023,android.sensor.game_rotation_vector,0.177833,-0.062204998,-0.238452,0.952704
88078,android.sensor.accelerometer,0.31603462,3.1794999,9.481039
88129,android.sensor.accelerometer,-0.047884032,3.1507695,11.013328
88178,activityrecognition,tilting,100
88228,android.sensor.accelerometer,-0.8714894,2.566584,9.921572
88278,android.sensor.geomagnetic_rotation_vector,0.116673,0.169586,0.813157,0.544429,0.0
88330,android.sensor.game_rotation_vector,0.192993,-0.094756,-0.236057,0.947656
88381,android.sensor.game_rotation_vector,0.192387,-0.098677,-0.23528899,0.947569
88432,android.sensor.orientation,247.84999,-23.59,6.0899997
88483,android.sensor.orientation,247.5,-22.9,5.85
88533,android.sensor.orientation,247.47,-23.039999,5.46
88589,android.sensor.accelerometer,0.79487497,3.715801,9.002198
88638,android.sensor.accelerometer,0.7374141,3.8881836,8.7532015
88691,android.sensor.accelerometer,0.90021986,3.9073372,8.8777
88741,android.sensor.game_rotation_vector,0.183922,-0.094039,-0.239213,0.948739
88792,android.sensor.game_rotation_vector,0.184215,-0.093701,-0.240871,0.948296
88846,android.sensor.orientation,248.58,-23.09,5.06
88899,android.sensor.accelerometer,0.91937345,3.9456444,9.184157
88951,android.sensor.game_rotation_vector,0.186274,-0.090793,-0.24535,0.94702697
89004,android.sensor.gyroscope,-0.014660766,-0.007330383,-0.009773844
89058,android.sensor.accelerometer,0.6991069,3.8402996,8.724471
89108,android.sensor.accelerometer,0.61291564,3.964798,9.040505
89158,android.sensor.accelerometer,0.7374141,4.012682,9.165004
89212,android.sensor.game_rotation_vector,0.180757,-0.081124,-0.247546,0.948402
89266,android.sensor.orientation,249.40999,-21.74,2.54
89319,android.sensor.accelerometer,-0.38307226,3.667917,9.270349
89370,android.sensor.game_rotation_vector,0.173024,-0.04848,-0.256785,0.94961697
89421,android.sensor.game_rotation_vector,0.174804,-0.049322,-0.255595,0.949569
89472,android.sensor.orientation,249.25,-20.93,0.59999996
89523,android.sensor.orientation,249.22,-20.59,0.75
89578,android.sensor.accelerometer,0.02873042,3.4572272,9.672575
89629,android.sensor.accelerometer,0.35434186,3.514688,9.461885
89678,android.sensor.accelerometer,0.46926352,3.41892,9.155427
89728,android.sensor.accelerometer,0.7757214,3.620033,9.088389
89778,android.sensor.geomagnetic_rotation_vector,0.147932,0.134528,0.79200697,0.576837,0.0
89830,android.sensor.game_rotation_vector,0.176919,-0.070519,-0.24148,0.951532
89881,android.sensor.game_rotation_vector,0.177047,-0.069783,-0.24266,0.951262
89933,android.sensor.gyroscope_uncalibrated,0.02076942,0.04153884,-0.057421334,0.010995574,0.04886922,-0.0012217305
89988,android.sensor.accelerometer,0.20111294,3.5338416,9.088389
90039,android.sensor.accelerometer,0.06703765,3.4955344,9.078813
90090,android.sensor.game_rotation_vector,0.177214,-0.063282,-0.248463,0.95018697
90141,android.sensor.gyroscope,0.009773844,0.0012217305,0.028099801
90193,android.sensor.orientation,247.95,-21.65,1.87
90249,android.sensor.orientation,247.86,-21.65,1.87
90298,android.sensor.accelerometer,0.47884035,3.6870706,9.097966
90348,android.sensor.accelerometer,0.4213795,3.6487634,9.088389
90399,android.sensor.gravity,0.3561,3.5964,9.1164
90454,android.sensor.orientation,248.09999,-21.52,2.07
90506,android.sensor.orientation,248.15,-21.49,2.03
90564,android.sensor.game_rotation_vector,0.177767,-0.064967,-0.244976,0.950875
90618,android.sensor.accelerometer,0.33518824,3.5913026,9.193734
90668,android.sensor.accelerometer,0.36391866,3.6774938,9.040505
90718,android.sensor.accelerometer,0.2873042,3.6008794,9.241618
90769,android.sensor.accelerometer,0.35434186,3.6966474,9.126697
90822,android.sensor.game_rotation_vector,0.179031,-0.065111,-0.24443,0.950769
90873,android.sensor.orientation,248.01,-21.9,2.07
90926,android.sensor.orientation,248.04,-21.859999,2.04
90978,android.sensor.accelerometer,0.39264908,3.7541082,9.002198
91030,android.sensor.gravity,0.36429998,3.6513,9.0942
91081,android.sensor.game_rotation_vector,0.17906299,-0.065177,-0.244792,0.950665
91133,android.sensor.orientation,247.95,-21.88,2.1
91183,android.sensor.orientation,247.95,-21.869999,2.11
91238,android.sensor.accelerometer,0.30645782,3.667917,9.212888
91288,android.sensor.accelerometer,0.2873042,3.6296098,9.126697
91338,android.sensor.accelerometer,0.29688102,3.6391866,9.14585
91390,android.sensor.linear_acceleration,0.0433,0.044499997,0.048499998
91442,android.sensor.gyroscope,-0.010995574,-0.014660766,0.014660766
91495,android.sensor.orientation,247.7,-21.89,2.21
91548,android.sensor.accelerometer,0.37349546,3.6774938,9.14585
91598,android.sensor.geomagnetic_rotation_vector,0.115454,0.149587,0.832188,0.521302,0.0
91650,android.sensor.game_rotation_vector,0.179019,-0.065317,-0.244749,0.950675
91701,android.sensor.game_rotation_vector,0.178896,-0.065394,-0.244733,0.950697
91754,android.sensor.orientation,247.68999,-21.88,2.19
91808,android.sensor.accelerometer,0.36391866,3.6296098,9.184157
91859,android.sensor.geomagnetic_rotation_vector,0.116699,0.151895,0.828046,0.526923,0.0
91912,android.sensor.gyroscope_uncalibrated,0.002443461,0.058643065,0.013439035,0.010995574,0.04886922,-0.0012217305
91965,android.sensor.gyroscope_uncalibrated,0.019547688,0.043982297,-0.014660766,0.010995574,0.04886922,-0.0012217305
92019,android.sensor.accelerometer,0.30645782,3.5913026,9.002198
92075,android.sensor.orientation,247.68,-21.869999,2.12
92128,android.sensor.accelerometer,0.37349546,3.667917,9.126697
92178,android.sensor.accelerometer,0.34476504,3.6104562,9.14585
92228,android.sensor.accelerometer,0.45968673,3.6583402,9.107543
92282,android.sensor.game_rotation_vector,0.17778,-0.0657,-0.243524,0.951195
92332,android.sensor.gyroscope_uncalibrated,0.007330383,0.04642576,0.0012217305,0.010995574,0.04886922,-0.0012217305
92386,android.sensor.orientation,247.67,-21.81,2.1499999
92439,android.sensor.accelerometer,0.4213795,3.6391866,9.059659
92490,android.sensor.game_rotation_vector,0.176704,-0.066205,-0.243151,0.951456
92541,android.sensor.game_rotation_vector,0.176846,-0.065915,-0.24324399,0.95142597
92590,android.sensor.game_rotation_vector,0.176862,-0.066058,-0.243219,0.95142
92648,android.sensor.accelerometer,0.38307226,3.6487634,9.069236
92721,android.sensor.accelerometer,0.30645782,3.6008794,9.155427
92772,android.sensor.orientation,247.67,-21.73,2.2
92830,android.sensor.accelerometer,0.35434186,3.572149,9.289502
